nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000
0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,-0.020000,-0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.000000,0.000000,-0.040000,0.000000,0.000000,-0.030000,0.000000,0.000000,0.000000
-0.030000,0.000000,0.000000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.040000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,0.020000,0.000000,0.000000,-0.040000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.010000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000
0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.020000,-0.020000,0.000000,0.000000,0.000000,0.040000
-0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.000000,0.010000,0.000000,0.050000,0.000000,-0.030000,0.040000,0.000000,0.000000
